time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1817	-6.89241	4.79622	2.36783	-0.528022	radar	1.92563	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3362	-6.6531	4.83507	2.316	-0.552855	lidar	3.11164	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5033	-6.47669	4.83554	2.28336	-0.569189	radar	3.46682	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6084	-6.32356	4.77083	2.25225	-0.576114	lidar	5.63671	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7494	-6.13228	4.76906	2.22061	-0.579303	radar	0.325685	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9274	-5.93759	4.79902	2.20036	-0.568131	lidar	2.49674	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0579	-5.73322	4.80073	2.16976	-0.566893	radar	1.86418	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1918	-5.55802	4.7804	2.14833	-0.560927	lidar	0.421399	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3448	-5.37253	4.78414	2.14201	-0.521919	radar	1.31708	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4854	-5.15586	4.80606	2.11654	-0.519899	lidar	0.541165	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6184	-4.97468	4.79056	2.1124	-0.478547	radar	6.46377	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.734	-4.79635	4.761	2.09342	-0.475069	lidar	0.683251	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8548	-4.59055	4.76253	2.07552	-0.462472	radar	0.231203	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9638	-4.3561	4.78411	2.04593	-0.468139	lidar	0.46346	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0726	-4.13657	4.78964	2.00292	-0.517935	radar	11.0205	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1597	-3.86606	4.83489	1.96332	-0.530033	lidar	2.1092	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2334	-3.63141	4.83751	1.91271	-0.581925	radar	3.55562	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2617	-3.3665	4.84893	1.86126	-0.604664	lidar	4.50947	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.311	-3.12479	4.85132	1.8157	-0.633861	radar	0.544467	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3364	-2.88475	4.84231	1.77365	-0.645159	lidar	1.38679	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3948	-2.65734	4.83603	1.7509	-0.630105	radar	1.3739	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4742	-2.48535	4.78088	1.74132	-0.611214	lidar	5.7257	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5294	-2.25012	4.78445	1.72475	-0.584327	radar	0.979914	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5803	-2.04597	4.75506	1.70508	-0.576412	lidar	1.32604	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6114	-1.80825	4.75551	1.68554	-0.553076	radar	1.98698	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6087	-1.56292	4.75795	1.64781	-0.563334	lidar	1.11296	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6059	-1.32941	4.75198	1.60559	-0.591222	radar	1.71653	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6092	-1.1019	4.74069	1.57615	-0.591761	lidar	0.096793	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6386	-0.873583	4.73606	1.56108	-0.572661	radar	5.1821	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6489	-0.629261	4.74733	1.53785	-0.566413	lidar	0.457452	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6361	-0.388476	4.75493	1.50001	-0.59	radar	2.21518	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5899	-0.110111	4.79907	1.4602	-0.598188	lidar	2.56484	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5705	0.127949	4.80161	1.43092	-0.602637	radar	1.75327	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.547	0.405853	4.84842	1.40564	-0.594961	lidar	1.87547	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5347	0.643003	4.84281	1.39659	-0.558612	radar	1.76053	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5274	0.915812	4.8822	1.38305	-0.541586	lidar	3.31279	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4898	1.16813	4.88947	1.37582	-0.495554	radar	7.27538	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4331	1.41008	4.89306	1.34884	-0.497637	lidar	0.0706533	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3943	1.63311	4.87141	1.33691	-0.473561	radar	8.17743	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3388	1.8544	4.85432	1.3138	-0.473745	lidar	0.229464	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.271	2.08537	4.853	1.28568	-0.483385	radar	0.217303	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2076	2.29139	4.82283	1.26253	-0.483585	lidar	0.722278	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.145	2.5213	4.8172	1.25199	-0.455084	radar	0.805842	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0666	2.76042	4.82999	1.23004	-0.453757	lidar	0.120385	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9717	2.98257	4.83492	1.18884	-0.495718	radar	2.88209	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8725	3.24789	4.88321	1.16584	-0.492038	lidar	1.71576	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7899	3.47559	4.88469	1.14629	-0.488461	radar	2.15087	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6834	3.68445	4.87214	1.11936	-0.491549	lidar	0.150265	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5665	3.89354	4.86662	1.08861	-0.502106	radar	1.10957	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4971	4.08696	4.82926	1.07626	-0.49032	lidar	3.76082	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3735	4.29147	4.82544	1.04737	-0.497133	radar	0.613666	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2151	4.50388	4.844	1.01159	-0.507798	lidar	2.00149	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0644	4.70185	4.83975	0.987543	-0.492469	radar	8.94242	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9452	4.89901	4.82966	0.967757	-0.487819	lidar	0.446312	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7891	5.09073	4.83081	0.938013	-0.491728	radar	2.30621	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6229	5.29729	4.85461	0.909257	-0.495111	lidar	0.909578	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4514	5.47446	4.85989	0.865875	-0.530347	radar	0.954873	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2648	5.64702	4.8634	0.828987	-0.541117	lidar	1.23512	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0983	5.81086	4.85607	0.793052	-0.560637	radar	3.21247	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.924	5.97334	4.8493	0.762696	-0.563421	lidar	0.053371	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7786	6.16349	4.832	0.771855	-0.489362	radar	4.76123	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6099	6.32161	4.82053	0.747175	-0.490148	lidar	0.124592	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4596	6.50047	4.80905	0.744787	-0.451715	radar	1.89515	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.242	6.70413	4.87329	0.72251	-0.448497	lidar	4.20288	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0458	6.84869	4.86386	0.697716	-0.44394	radar	5.55291	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8348	7.01561	4.89102	0.672859	-0.445667	lidar	1.08375	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6233	7.14962	4.8947	0.636783	-0.467124	radar	1.51949	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4372	7.29798	4.89025	0.618012	-0.462423	lidar	0.28039	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2106	7.41894	4.91086	0.567815	-0.514709	radar	2.6305	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.03	7.58173	4.91647	0.558807	-0.496652	lidar	2.14633	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8465	7.75009	4.91313	0.565404	-0.442927	radar	5.81664	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6392	7.89338	4.92291	0.547941	-0.437509	lidar	0.129081	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4473	8.03015	4.91019	0.538568	-0.417175	radar	1.61772	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2147	8.07907	4.87192	0.489217	-0.44915	lidar	4.39056	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0222	8.23725	4.8631	0.505514	-0.37842	radar	6.53072	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8426	8.38903	4.8596	0.505629	-0.357924	lidar	3.10627	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6041	8.49584	4.88467	0.470706	-0.389382	radar	4.31675	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.36	8.62558	4.92141	0.453344	-0.386044	lidar	1.41027	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1597	8.76005	4.9063	0.461491	-0.336163	radar	1.90653	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.957	8.86638	4.88985	0.447639	-0.333402	lidar	0.584994	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7548	8.99182	4.87404	0.453586	-0.291435	radar	1.54319	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5294	9.06644	4.85996	0.427364	-0.304301	lidar	0.672492	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2919	9.17103	4.88189	0.407685	-0.314224	radar	4.34257	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0125	9.25293	4.92459	0.377974	-0.32847	lidar	5.96769	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7935	9.33934	4.91488	0.360999	-0.331372	radar	1.66908	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5426	9.4367	4.94148	0.345629	-0.329516	lidar	0.793912	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2794	9.46407	4.95763	0.288847	-0.396993	radar	5.91621	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9997	9.58284	5.02525	0.281432	-0.381897	lidar	3.90408	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7566	9.67069	5.0248	0.2797	-0.347731	radar	2.88104	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4874	9.77587	5.0709	0.272896	-0.334966	lidar	1.76411	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2425	9.84788	5.07598	0.256753	-0.336464	radar	0.520909	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9759	9.96966	5.12508	0.259827	-0.313533	lidar	2.25795	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7242	10.0317	5.12904	0.242247	-0.316714	radar	0.115861	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4757	10.1432	5.15178	0.246042	-0.29488	lidar	1.67712	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2225	10.206	5.1595	0.22843	-0.302829	radar	0.65498	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9781	10.2427	5.14379	0.206583	-0.310386	lidar	0.246345	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7309	10.3071	5.13944	0.200925	-0.293088	radar	0.257859	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4969	10.3141	5.10384	0.171899	-0.309347	lidar	1.20779	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2108	10.3278	5.14609	0.128996	-0.359937	radar	8.20149	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9494	10.3865	5.1629	0.121109	-0.34854	lidar	0.443462	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.701	10.4267	5.13738	0.124507	-0.301575	radar	6.40185	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4482	10.4015	5.11658	0.0882737	-0.325377	lidar	1.93761	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.188	10.4274	5.12062	0.0763115	-0.316665	radar	0.639897	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8961	10.5682	5.19662	0.106746	-0.263442	lidar	8.63468	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6402	10.6314	5.18878	0.121764	-0.211825	radar	2.24391	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3826	10.6364	5.18175	0.101373	-0.22279	lidar	0.445877	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1203	10.6617	5.18816	0.0891512	-0.225555	radar	0.251944	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8648	10.7565	5.20475	0.106186	-0.194204	lidar	4.08333	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6015	10.807	5.21171	0.109802	-0.173171	radar	1.50935	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3553	10.7815	5.18418	0.0814514	-0.194848	lidar	1.74684	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0965	10.8214	5.18226	0.0863995	-0.168076	radar	0.672001	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8473	10.886	5.18345	0.0947797	-0.149744	lidar	1.99858	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5731	10.9056	5.20032	0.0851159	-0.152153	radar	2.73734	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3358	10.9246	5.17632	0.0774704	-0.152201	lidar	0.754546	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0727	10.8556	5.1903	0.00593383	-0.268174	radar	9.82215	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.786	10.8258	5.21363	-0.0192924	-0.28086	lidar	2.85286	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5295	10.8223	5.20926	-0.0313582	-0.277764	radar	0.14984	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2903	10.8202	5.1878	-0.042052	-0.274501	lidar	0.94793	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0366	10.8789	5.16767	-0.00540446	-0.183907	radar	6.65701	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77832	10.923	5.17561	0.00325453	-0.163987	lidar	1.95656	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53833	10.9096	5.15067	-0.00762706	-0.163646	radar	4.09172	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28009	10.9326	5.15575	-0.0059346	-0.15277	lidar	0.611828	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02828	10.9172	5.14329	-0.014045	-0.146616	radar	2.75041	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76809	10.9446	5.15153	-0.00933719	-0.133474	lidar	0.901057	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52061	10.9065	5.13457	-0.028035	-0.14475	radar	6.58714	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33274	10.8364	5.04985	-0.0587135	-0.170068	lidar	6.46748	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.0772	10.8525	5.04979	-0.0467011	-0.134949	radar	1.4022	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76781	10.8834	5.11908	-0.0365451	-0.116457	lidar	4.20376	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50444	10.8853	5.12127	-0.0280728	-0.0862098	radar	2.07753	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23532	10.8688	5.13526	-0.0355636	-0.0896935	lidar	0.473745	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.99049	10.9057	5.11489	-0.00622107	-0.0279799	radar	3.98649	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
